Código,Fecha y hora,Nombre,Género,Edad actual,País,Ciudad,¿Quieres que revisemos la ortografía e ilación de tu relato? ,Relato,Número
1197,8/11/2018 22:31:07,Anónimo,Hombre,,Venezuela,,Sí,"Sucedió que cuando yo tenia 12 años y mi hermano mayor 16, nos fuimos de vacaciones a la finca de una tia abuela. En la casa de mi tia abuela también estaban pasando vacaciones otra tia con sus dos hijas, una de 9 años y otra de 10. A mi me gustó la prima de 10 años, pero ella se fijaba más en mi hermano de 16. Ellos jugaban mucho y a mi me daba celo. Mi primita de 9 años me buscaba para jugar pero yo no le hacia caso, porque queria espiar lo que hacian mi hermano y mi prima. Los sorprendí dandose un beso detras de la alcoba donde dormia con mi hermano. Los seguí espiando por la hendidura de la ventana de madera desde adentro del cuarto que estaba oscuro. Vi cuando le quitó el panty y se bajó la cremallera, se sacó el pene y la jaló para encima de él y la comenzó a penetrar. Ella se quejó pero él no se detuvo. Cuando terminó, la limpió con el pañuelo y ella se fue y él se quedó ahí pensativo.  Ella se fue para su alcoba, se acostó en una hamaca y se la pasó todo el día acostada, diciendo que tenia colicos. Mi tia le preparó bebidas pensando que algo de comida le habia caido mal. Despues de ese día, no volví a ver a mi prima jugar con mi hermano, pero la prima menor si lo buscaba mucho, por lo que presentí que a ella le haria lo mismo. Cuando mi hermano estaba jugando con mi primita menor al escondido, vi que le tapó los ojos por detrás y la guiaba. Yo salí corriendo y me escondí nuevamente en la alcoba porque pensé que la iba a llevar para el sitio anterior, pero me sorprendí cuando estaba entrando con ella al la alcoba donde yo estaba. Me escondí detrás de un baul y como todo estaba oscuro, él no me vio. Le quitó los pantys y la comenzó a penetrar. Ella se quejaba al principio, y él siguió ahí como por media hora. Despues se arregló y la vi salir.  Cuando mi hermano salió de la alcoba, yo me asomé antes de salir y la vi a ella sentada en el piso del corredor.  Me le acerqué y le pregunté que si queria jugar, y me dijo que no porque estaba cansada. Desde ese día, les noté el cambio a las dos. Se mantenia peinando, pintandose las uñas y arreglandose. No volvieron a jugar con mi hermano, quien se mantenia distante, pero antes de terminar las vacaciones, volví a ver a mis primas que lo buscaban nuevamente. No dije nada por lealtad con mi hermano.

 ",1197
1233,8/12/2018 12:23:15,Anónimo,Mujer,17,Ecuador ,,Sí,"Tengo 17 años, hace no más de un año yendo a un encuentro con amigas un tipo empezó a masturbarse frente a mi y yo iba caminando no tuve reacción alguna ya que jamás había presenciado algo así, llegó al encuentro y no cuento nada por temor. Llego a casa le cuento a mi familia y me dicen que es la culpa mía por vestirme así, desde hace mucho tiempo me suceden este tipo de acosos y no los cuento porque para mi familia ""Soy loca"" y si me pongo ropa un poco ajustada o corta no puedo exigir respeto. Lo cuento hoy porque es lo que vivo todos los días y a veces siento que ya no puedo. Y me da mucho miedo dalir en uno de estos días a la universidad y no volver más, si esto sucede quiero ser la última, por favor nadie ve que esto no es un chiste? Dios! Es desesperante. ",1233
1234,8/12/2018 20:14:52,Anónimo,Mujer,34,España,,Sí,"Hace tiempo que leo esta página. Un día leí la historia de una chica que me hizo llorar. Le pedí que contactara conmigo y desde entonces hablamos a diario. Intento ayudarla a superar su pasado, a sentirse mejor y busco ayuda profesional para ella, y no me voy a rendir. 
No cuento esto para que me den las gracias sino para pedir a mujeres que, como yo, leen estos duros relatos, sepan que detrás hay personas que sufren. No te limites a leer, atrévete a conocer a las personas que hay detrás y a ayudarlas. Dejemos de mirar y hagamos algo bueno. Yo puedo. Tú también. Besos a todas.",1234
1235,8/13/2018 10:23:31,Anónimo,Mujer,21,Argentina,,Sí,"Uno de mis relatos que viví junto a este hdp.. tenia 14 años cuando lo conocí y el 17 8 meses aguantándome su tortura, nunca entendía porque me tenía tanto odio hasta q me di cuenta que es un psicópata.. trataba de remediar lo q hacía mal pero nunca sabía que era, y en realidad el q estaba mal era él.. Lo conocí vía facebook, me endulzo y nos vimos el era muy amable, nos acostamos y sentí q fue algo mágico, pero fue el inicio de mi tortura, empezó a amenazar que nos había grabado y que estaba subiendo el vídeo a internet, siempre me decía lo mismo para que yo me escapara de mi casa y fuese a la suya y ahí me tenía aveces toda la noche sin dejar irme, me violaba, me humillaba, me amenazaba con matarme.. una vez cuando estábamos discutiendo me llevo hasta la orilla de la ruta (yo vivía a una cuadra de la ruta) y me hizo el amague de empujarme abajo de un camion 😔 Vi mi vida pasar en un minuto, tmb otra vez mi sobrinx fue testigo de cómo él me desmayaba ahorcandome  y cada vez q mi hermana me decía de ir a un lado él me ""abrazaba"" y me pellizcaba para q le dijera que no q me quería quedar con él.. mi cuerpo vivía lleno de marcas 😭
Escape de ahi, me mudé de provincia era solo una adolescente, solo quería huir, le hize una denuncia la cual quedó en la nada.",1235
1255,8/13/2018 15:49:03,Anónimo,Mujer,,Ecuador,,Sí,"Todo sucedió cuando tenia 10 o 11 años. Tenia un sueño erotico y cuando desperté a media noche,  alguien me tenia la mano en la vagina y me asusté mucho. No pude seguir durmiendo tranquila y me toqué la vagina y estaba humeda. Mis dos hermanos dormian en la alcoba contigua y sabia que era uno de los dos. El hermano mayor tenia 18 años y era deportista, el menor 14 años y estaba entregado a los estudios. Se me pasaron muchas ideas por la mente, pero de lo que si estaba segura es que no los delataria. Al día siguiente, el hermano menor se levantó de semblante normal, y el mayor lo vi apenado con lo que comprendí que habia sido él. Lo noté triste y cabizbajo y sentí pesar por él, entonces le hice bromas para levantarle el ánimo. En el fondo de mi corazón me alegré que hubiera sido él, porque era más maduro y me agradaba más su fisico y me sentí avergonzada de estar pensando en esas cosas. No volvió a mi cama por tres días, pero yo estaba preparada por si volvia hacerme la dormida para volver a soñar. Cuando lo sentí volver, me destapé un poco y me hice la dormida y me comenzó a acariciar mi vagina. Sentí miedo  pero también mucho placer y  dejé que me tocara. Después, el se detuvo y se fue para el baño. Dejó de ir por dos noches, y yo desee que volviera y estaba dispuesta a dejarme, por lo que cuando volvió, yo estaba en ropa interior y sin blusa y él se dio cuenta que yo lo estaba esperando. Ese día me quitó la virginidad y seguimos así en secreto, sin palabras y sin besos por dos años seguidos hasta que consiguió novia.",1255
1256,8/13/2018 16:39:27,Anónimo,Mujer,25,Ecuador,,Sí,"Cuando tenía 6 años, un primo de parte de mi padre me tocaba,en varias ocasiones trató de penetrarme, en mi inocencia jamás entendí que eso era abuso, además mi cerebro decidió bloquearlo... cuando llegué a la adolescencia entendí lo que me paso y comencé a recordar con detalles, llegué a planear mi suicidio, nadie de mi familia lo sabe, rompí toda relación con mi familia paterna, ahora tengo diagnóstico de depresión y sufró ataques de ansiedad, además necesito medicación... aún tengo miedo de que alguien le haga lo mismo a mi hijo... lo cuento ahora porque hace años no pude... ",1256
1257,8/13/2018 16:46:50,Anónimo,Mujer,20,Ecuador,,Sí,"Tengo 20 años, desde que tengo memoria, algún primo mío me tocaba, me sentaba en sus piernas y hacía que yo me moviera o cosas parecidas. Mientras fui creciendo(7/8 años), mi mami me dejaba donde mi abuela y mi primo de 15 años hacía lo mismo,  creo que alguna vez mi abuela llegó a ver lo que me hacía pero nunca dijo nada. A estos abusos se les sumó un amigo de la familia, pero todos ellos siempre trataban de hacerme sentir que  YO era quien quería que me tocaran. A mis 12/13 años mi mami se encontraba afuera de la casa conversando con vecinas, cuando este amigo entró y empezó a abusar de mi, todo mientras mi mami estaba y nunca se dio cuenta. A mis 15 años quiso hacerme lo mismo, y siempre me decía que yo era suya o cosas parecidas, hasta que una vez cogi un cuchillo y lo amenacé. Hace pocos meses le conté a mis padres lo que me pasó, mi papá solo dijo que espera que eso no les pase a mis hermanos más pequeños, y mi mami solo se defendía ante mi papi diciéndole que “yo nunca dije nada”. Sufro de depresión, ansiedad y ataques de pánico, de todas maneras trato de seguir y no dejar que lo que me pasó me defina.",1257
1276,8/13/2018 21:52:24,Anónimo,Mujer,,Colombia,,No,"Tenia 14 años cuando me  enamore por primera vez ,pense q era una relación fantástica cuando cumplimos dos años de relación tenia 16 años , tuvimos relaciones e iba a tener un bebé , no me apoyo y dijo q era un bastardo q le iba a acabar su vida , un dia iba por la calle y alguien me agarro a golpes nadie hizo nada.. perdí a mi bebé y no tuve el apoyo de nadie de mi familia. Es raro por q nunca pude mirar la cara de mi agresor",1276
1231,8/13/2018 22:05:08,Anónimo,Mujer,16,Ecuador ,,No,"Faltaban 6 días para que yo cumpliera 16 años, era el cumpleaños de un amigo en el cual todos estábamos muy borrachos, yo estaba con dos amigas y ambas tuvieron que irse, pero igual me quedé porque eran amigos míos todos los que estaban en la fiesta, en un momento me aburrí y le escribí a un chico que me gustaba para que fuera a verme en esa fiesta, el fue pero no estaba solo habían más hombres en su carro, y nos fuimos, luego comenzaron a abusar de mi, el no me hizo nada, pero sus amigos abusaron de mi y yo estaba completamente ebria, sabía lo que estaba pasando, pero no podía hacer que pararan, la gente que se entero me culpó a mi de todo, dijeron que fue culpa mía por irme sola o por tomar tanto.
Y todos eran mayores de edad.
Mi familia no lo sabe y no lo va a saber jamás.",1231
1232,8/13/2018 23:17:07,Anónimo,Mujer,18,Ecuador ,,Sí,"Era mi cumpleaños numero 15 tenía un enamorado un año mayor a mi, ese día mi madre no estaba así que el me fue a hacer compañía (tal vez piensen estaban solos en la casa, ella se lo busco, sabían que iba a pasar) pero no era así hasta ese momento no habíamos tenido relaciones, éramos unos niños, el me comenzó a besar a tocar (no no era cómodo) me quito la ropa mientras yo le repetía que no que no quería que no me sentía bien y el sólo siguió, trate de quitarmelo de encima pero era mucho más fuerte que yo, el sólo siguió mientras yo le repetía que no que no quería el tenía que entender que NO es NO y si yo no quiero el no debía seguir, y mucho más cuando veía mis lágrimas suplicar que NO, fue horrible fue brusco, doloroso no volví a ser la misma terminamos por infidelidades suyas, calle todo esto a mi madre a mi familia porque me culparian a mi, me tratarán como una cualquiera porque para ellos esto es así siempre es culpa de la mujer por buscona, hoy tengo 18 años me di otra oportunidad en el amor ya que en todos estos años no pude seguir adelante.
Cuando una mujer dice NO es NO ",1232
1277,8/14/2018 9:42:42,Anónimo,Mujer,,Colombia,,Sí,"Tenia ocho años cuando mi mamá le arrendó una alcoba a un estudiante universitario porque estabamos mal económicamente. Mi mamá trabajaba en la casa vendiendo arepas con queso desde las cuatro de la tarde hasta las ocho de la noche,  en  frente de la casa. El estudiante de unos 20 años, tenia un celular y me lo prestaba. Cuando mi mamá estaba en el puesto de arepas, yo iba donde él para que me prestara el celular y él me sentaba en sus piernas explicandome  algo del celular  que yo no entendia, entonces él aprovechaba y me acariciaba las piernas, pero yo no le veia malicia, hasta que me rozó la vagina con la mano. Me asusté y me fui para donde mi mamá, pero no le dije nada. Él ese día se fue a acostar temprano tal vez porque se asustó pensado que lo iba a delatar, pero yo no me atreví  hacerlo, porque pensé que si lo hacia lo iban a correr de la casa y no me iba a volver a prestar el celular. Al día siguiente, cuando mi mamá estaba en el puesto, volví donde él para que me prestara el celular y él se tomó más confianza porque se dio cuenta que no lo delaté. Ese día lo dejé que me tocara mientras yo estaba entretenida con el celu. De esa manera se fue tomando cada día más confianza y en ultimas a mi me hacia falta y también lo buscaba con el pretexto del celular. Mi mamá no veia nada extraño que yo me acostara con él en su cama a ver peliculas, porque yo disimulaba cuando la sentia llegar. Ahí en su cama me comenzó a penetrar y nunca dije nada. Lo hizo hasta que cumplí los diez años, porque él se fue a vivir con la novia. Supe que lo metieron a la cárcel porque violó a su cuñada de mi misma edad. ",1277
1278,8/14/2018 10:02:04,Anónimo,Mujer,26,Chile,,Sí,"Del principio no vi las señales, ciegamente enamorada... Entré a una depresión al evitar de hacer las cosas que me gustaban para que el no se enojara, evitando así que me denigrara psicológicamente...le explicaba que ėl necesitaba una terapia por su celos(y él asentía porque había vivido violencia intrafamiliar con sus padres), pero no lo hacía y cuando yo empecé con mi terapia sicológica por la depresión, no le gusto perder el control sobre mi,hasta que una noche al decirle que no dejaría de juntarme con mis amigos porque le molestara me comenzó a ahorcar,en ese momento sentí que iba a morir y ya no podía tener mi vida en sus manos",1278
1258,8/14/2018 14:16:32,Anónimo,Mujer,35,Colombia,,Sí," Trabajaba como empleda domestica de una familia muy adinerada, conformada  por un joven de 25 años,  sus papás y una hija de 11 años. La mamá de la niña era la empleda de la casa y el papá de la niña tenia 13 años cuando tuvo relaciones con la mamá. La mamá de la niña murio en un accidente. Los señores de la casa se habian ido de paseo y me dejaron encargada mientras ellos regresaban. Un día, decidí arreglar la alcoba del joven, y al abrir la puerta sorprendí a su propia hija desnuda sentada encima de él. Me asusté mucho, cerré la puerta y me fui para la cocina a tomar agua. La niña llegó donde yo estaba y me amenzó con hacerme echar si le decia a sus abuelos. Le respondí que yo la comprendia porque yo también habia sido abusada por mi hermano mayor, entonces la niña se tranquilizó,  le conté mi historia y ella me contó la de ella. Dijo que en el colegio las amigas no creian que el papá era el papá porque lo veian muy joven, y pensaban que era el hermano. También le decian que el hermano estaba bueno y ellas con un hermano así de lindo se dejaban hacer cualquier cosa. Le comenzó a entrar curiosidad y  lo veia lindo ella también. Un día se puso a jugar en la cama con él, cuando él estaba en pantaloneta viendo televisión. Lo comenzó a molestar y se le subió encima. Ella sientió que al  papá se le paró, pero disimuló y siguió encima de él. El trató de quitarla de encima, pero ella no se bajaba, hasta que él la abrazó y se dio vuelta quedando encima de ella. La comenzó a besar por las mejillas y el cuello. Ese día no pasó a mayores, pero se tomaron más confianza al puento que él le besaba los senos. Unos de esos días que estaban solos, él se estaba bañando y ella se metió al baño  a bañarse con él. Ese día le quitó la virginidad. Cuando ella le comentó a su mejor amiga lo que habia hecho, se quedaron aterradas y la criticaron, pero después, ella les dijo que era mentira, que lo habia inventado solo para ver que decian. Desde ese día se dio cuenta que era mejor guardar silencio.",1258
1259,8/14/2018 17:11:06,Anónimo,Mujer,,Colombia,,Sí,"Tenia 7 años cuando mi amiga de escuela salio atras de su madre eran las 8 de la noche la madre se adelanto y ella se quedo poniendose sus zapatos ,  cuando salio su vecino la secuestro , la violo y la asesino estrangulada con  una correa y su tabique echo trisas la encontraron 3 dias después de Haberse desaparecido lo cuento yo por q Maria Fernanda ya no puede  ",1259
1260,8/14/2018 20:49:21,Anónimo,Mujer,25,México ,,Sí,"Tenía 17 años saliendo del gym me encuentro con 4 amigos me invitan a ir con ellos, bebo unos tragos con ellos y pido que me lleven a mi casa   se niegan y pido que me dejen bajar sel coche no me lo permiten, uno intenta besarme y yo me niego, me obligaron a darle un trago a una bebida perdi eo conocimiento lo ultimo que recuerdo es que me despiertan y me dicen que me cambie le llaman a una amiga y me botan afuera de su casa ella marca a mi mamá y van por mi, me lleva al doctor y solo me dan la pastilla  del dia sig, no puedo ver a mi mamá a la cara siento verguenza ella piensa que yó tuve la culpa pero yo me negue yo dije que no nunca dije nada a nadie por miedo a ser juzgada y hoy los veo a la cara y sineto rabia ",1260
1261,8/14/2018 23:26:51,Anónimo,Mujer,18,Ecuador,,Sí,"Tenía 4 o 5 años, no recuerdo con exactitud. Pasa que a esa edad uno es demasiado puro o ingenuo y cree que todo es un juego o ""algo así"". 
La cuestión es que mis padres no vivían conmigo desde que era bebé y yo estaba al cuidado de mi abuela. Como no tenía con quien jugar ni nada, solía ir a casa de mi tía y jugar con sus hijos; a veces, incluso me quedaba a dormir. Un día mi primo mayor empezó a tocarme y yo creí que era un juego porque con mi otro primo, eso fue lo que me dijeron. La cosa es que no sólo me tocó superficialmente. Empezó a meterme los dedos y su lengua, tanto que me estaba haciendo daño. En su momento no creí que fuera raro, ni siquiera entendía qué pasaba. Fui creciendo y entendí qué fue lo que me había hecho. Pero, para entonces otra persona de mi familia intentó hacer lo mismo, aunque ahí ya no lo permití, pues ya estaba más grandecita. 
Aunque quizás no sea la gran cosa como otras historias que he leído, eso me ha atormentado durante todos estos años. El no poder hablar de ello por miedo, por saber que no me creerán, por no hacer más lío del que ya hay. Saber que en tu propia familia te pueden hacer horrores y tú no puedes decir nada. Imaginen pues, lo que pueden hacer los desconocidos, si nuestra propia familia ha tratado de jodernos, mirándolo... 
Lo peor es que a día de hoy tengo una hermana pequeña y ella suele ir con ellos como lo hacía yo de niña y tengo ese jodido miedo de que le hagan lo mismo. No sé ni qué hacer. Ayuda...",1261
1262,8/15/2018 0:15:34,Anónimo,Hombre,23,Ecuador ,,Sí,"Cuando era niño, no recuerdo la edad tuve relaciones con mis primos (ellos mayores por 4 a 5 años), en ese entonces únicamente era juego, ahora ya a los 23 años, me siento inseguro de mi orientación sexual. Y no puedo tener  una pareja (hombre o mujer) por miedo.  Lo cuento porque no quiero que esto se repita o se calle.",1262
1263,8/15/2018 14:36:35,Anónimo,Prefiero no decirlo,35,Venezuela,,Sí,"Cuando tenia doce años vivia con mi mamá y mi padrasto. Mi padrasto tenia 30 años y mi mamá era mayor que él dos años. Mi mamá comenzó a vivir con mi padrasto cuando yo tenia 6 o 7 años. El era muy bueno y nunca nos faltó nada desde que mi mamá dicidió vivir con él, porque era constructor y siempre tenia trabajo. Viviamos en una casa larga, donde primero estaba la sala, seguidamente mi alcoba, después el baño, la alcoba de mi mamá y por ultimo la el comedor y la cocina. Mi alcoba no tenia puerta, sino cortina. Un sabado mi padrasto llegó tomado, como todos los sabados, pero ese día yo estaba despierta y vi que el corrió la cortina y me quedó observando. Yo me hice la dormida y sentí mucho susto, pero no dije nada. Se acercó a mi cama muy despacio y me acomodó la sabana, y yo temblaba de miedo, después entró al baño a orinar y se fue a acostar. No me atreví a decirle nada a mamá, porque sin él seguramente ibamos a pasar necesidades si se llegaba a ir. En toda la semana no ocurrió nada anormal, pero al sabado siguiente, estaba tomando como todos los sabados y yo estaba preocupada. Llegó muy tarde y mamá ya estaba dormida, entró a mi alcoba y yo todavia estaba despierta. Esa vez si tocó mi vagina por encima de la sabana y yo me quedé quieta. Metió lentamente la mano por debajo de la sabana y me la comezó a agarrar y yo no sabia que hacer. Despues, se fue para el baño a orinar y no regresó. Al sabado siguiente yo sabia que iba a volver, pero no me atrevi a decir nada, y después de varias semanas que se tomó confianza por culpa de mi silencio, abusó de mi. Mi mamá nunca lo supo, y todo el tiempo me sentí cobarde y culpable por no haberle dicho a mamá.",1263
1264,8/15/2018 23:06:49,Anónimo,Mujer,17,"Argentina, Neuquén",,Sí,"Tenia 9 años, una noche un amigo de mi papá, el cual yo consideraba como un tio, empezo a abusar de mi manoseandome después sexualmente, el miedo de salir a jugar y verlo pasar en su bici.
Todavia al dormir recuerdo su sonrrisa.",1264
1265,8/16/2018 12:58:52,Anónimo,Mujer,,Ecuador,,Sí,"Estaba en sexto curso, iba en el transporte publico todos los días casi a la misma hora, un degenerado esperaba en la parada anterior que yo me suba para poder tocarme aprovechando que el bus iba con mucha gente. Empece a cambiar de horario a veces iba o mas temprano o mas tarde porque me daba miedo que se subiera en el mismo, quería gritar, llorar pero mi cabeza no podía y solo lloraba y me bajaba en paradas alternas pero me seguía y era una verdadera pesadilla subirme a un trasporte publico a esas horas.
Me daba miedo decirle a mi mami porque siempre andaba apurada a full con sus cosas y aveces viajaba conmigo a veces no. Este degenerado empezó a seguirme en las mañanas desde mi casa. nunca supe donde vivia o de donde salia ese hombre asqueroso. Solo empece a temblar cada vez que le veia porque me asechaba literalmente sabia donde vivía y cada cuando salia, nunca me decidí por poner una denuncia o algo porque no sabia nada de el simplemente que me asechaba cerca a mi casa. Esta pesadilla se terminó cuando terminé el colegio y me gradué, no salí de mi casa por una semana ni a la tienda de mi casa. Pensaba llevarme esto en secreto siempre.
#cuentalo
yo lo cuento porque todavía existen esos acosadores en los transportes, lamentablemente no fui la única, daría todo por serlo. 
Quito. Ecuador
",1265
1279,8/17/2018 14:53:05,Anónimo,Mujer,25,Peru,,Sí,"Tenia 9 o 10 años cuando mi mamá me mandaba a una casa vecina para que un muchacho de unos 20 años me enseñara operaciones matemáticas. Mi mamá le pagaba por darme clases. Al principio todo era normal porque los papás del muchacho estaban todo el tiempo en la casa, y las clases me las daba en el comedor. Un cierto día yo llegué y los papás no estaban. Me comenzó a dar la clase normalmente, pero al rato se paró al lado mio para corregir la tarea que me habia puesto, porque era algo que no entendia bien. Se arrecostó disimuladamente en mi hombro y se lo sentí duro, pero no dije ni hice nada para rechazarlo. Después, se paró detrás de mi diciendome que me concentrara y me acariciaba el cabello y el cuello. Sentí mucho cosquilleo y a la vez me puse nerviosa. Después se sentó y me dijo que me le sentara en las piernas para explicarme mejor y yo accedí.  Sentí su pene bien duro en mis nalgas pero estaba petrificada y no reaccioné. Ese día terminamos la clase y no dije nada a mis papás, porque pensé que era tal vez un malentendido de parte mia. Al día siguiente, me invitó a un corredor para estudiar y poder concentrarnos mejor. Me abrazó por detrás y sentí su pene parado, después me dió vuelta y me abrazó y me agarró los brazós para que yo lo abrazara también, lo cual hice sin protestar. Me dijo que le desmostrara mi fuerza aprentandolo fuerte, y yo lo hice. Comencé a ver normal que él me arrecostara su pene y que me abrazara agarrando mis senos que apenas me estaban saliendo. Nunca dije nada a mis papás, y sus papás tampoco se daban cuenta de lo que me hacia su hijo. Un día que quedamos solos nuevamente y después de tantas veces que me hacia lo mismo, me invitó su alcoba para estudiar mejor. Me comenzó a acariciar las piernas  y levemente me subió la falta hasta ver mis pantys. Yo estaba concentrada en la tarea y no me atreví a decirle nada, por lo que él continuó con las caricias hasta tocar mi vagina. Sus papás llegaron y terminamos la clase y yo me fuí  muy pensativa para mi casa, pero no dije nada. Tal vez el pensó que me gustaba lo que me hacia, porque más seguidamente me acariciaba las piernas cuando iba a clase, y me agarraba la vagina con más confianza. Así pasó por muchos días, hasta que quedando solos nuevamente, me llevó a su cama y me bajó el panty, quedé en paralizada cuando me comenzó a penetrar. Ese día perdí la virginidad y jamás me atreví a contarle a mis papás por miedo a que me echaran la culpa.",1279
1280,8/18/2018 0:01:38,Anónimo,Prefiero no decirlo,,Mexico,,Sí,"Tenía 5 años y vivía con su mamá en la casa de sus patrones, su mamá era la sirvienta . El hijo de la patrona aparentaba ser amable con el ,argumentando k lo quería como a un hijo, lo llevaba a  pasear y durante esos paseos lo llevaban a una casa donde lo vestían de niña y le tomaban fotos y lo violaba , también entraba al cuarto donde dormían el y su Mamá mientras ella no estaba y le hacía sexo oral . El presentaba problemas en el kinder y las maestras le decían a su mamá  que prestará atención que podía ser lo que pasaba nunca lo hizo , cuando el orinaba la cama por las noches su mamá lo levantaba a bañar con agua fría  y lo golpeaba fuertemente dejando le heridas , heridas o la dueña de la casa curaba con posadas, al paso de los años seguían violandolo y el en su rebeldía le robaba a su violador dinero de su cuarto y este no le hacía ningún reclamo , un día que ya no pudo más le contó a su mamá la cual no hizo nada y siguió trabajando en esa casa por varios años más , ya que ella argumentaba que él los tenían mucho dinero y poder ya que eran sueños de uno de los laboratorios más importantes de México . El al llegar ala adolescencia huyó de casa se dedicó ala prostitución y robo ., cayó en la cárcel al salir trato de rehacer su vida pero ya no tuvo esa oportunidad porque murió de Sida . Lo cuento yo , porque el ya no puede. ",1280
1290,8/18/2018 21:28:32,Anónimo,Mujer,27,Argentina ,,Sí,"Tengo 14 años vamos a la casa de una de las chicas cuando estábamos con música se acercan unos vecinos que nos ofrecen vino tonga nunca había tomado e insistiendo probé un poco, siento que uno me abraza por la espalda y me susurra “te voy a violar” sentí tanto miedo que se lo dije a todas las chicas.
Todas estábamos descompuestas vomitando y cuidándonos entre nosotras. Sin entender qué pasó esa noche nos enteramos que nos habían drogado con ketamina. Gracias a que yo le dije a las chicas que querían violarme y violarnos no les salió el plan de ellos.
Lo cuento luego de 13 años y sigo sintiéndome mal, sucia, ridícula, y enojada por no denunciarlo.",1290
,8/19/2018 0:29:40,Anónimo,Mujer,,mexico,,Sí,"Iba en tercer año de secundaria , varias veces mientra se juntaba una bolita para calificar cuadernos o cosas asi sentia que alguien tocaba mi trasero aunque volteaba rapido nunca me daba  cuenta quien era. Otras veces mientras estaba sentada sentia lo mismo por el respaldo de la silla un dia cuando una profesora nos llevo a ver una pelicula a la sala de video un chico de mi clase que estaba sentado a lado mio empezo a tocar mis  piernas , yo voltie rapido pero no alcanze a ver bien las primeras veces , despues puse mas atencion y cuando vi lo que el estaba haciendo el solo se rio mi amiga fue la unica que se dio cuenta y le grito de cosas yo sinceramente no supe que hacer ",Rechazado
1326,8/27/2018 6:39:21,Anónimo,Mujer,,Argentins,,Sí,"Soy menor de edad me faltan un par de meses para ser mayor hoy quiero contar mi historia desde los 10 sufri bullyng por parte de mi familia y de mis compaeros del colegio , me entere a los 5 que mi padre tenia otra mujer y otros hijos mi relacion con mis padres era escasa a lo largo de mi vida tuve tres intentos de violaciones en una de esas el protagonista fue un ""amigo"" de mi padre... Mi primera relacion fue a los 13 yo no queria el me obligo actuamemte ya estuve con 27 hombres mi padre esta ausente por razones personales , estudio soy uno de los promedios mas alto del colegio pense en matarme un par de veces mi vida no fue lo que quise tengo un pasado con pepas y alcohol que consumia y consumo por hay en exseso abandone el colegio en octavo porque mi madre tenia embarazo de alto riesgo , no podia ni levantarse de la cama fue entonces cuando decidi dejar y volver a recursarlo siempre fui la oveja negra para la familia de mi madre y no porque me portaba mal si no por mi piel se burlaban y burlan de mis dientes .... Un novio me amenazaba que si lo dejaba se mataba , me pego en algunas ocaciones ....                     La gente le dice a mis padres que hicieron un buen trabajo pero en realidad mi padre no sabe nada sobre mi , mi madre solo sabe que tomo y de mi alctual novio que ese es otro tema lo conoci en una fiesta un viernes en realidad ya era un sabado fui con ""una amiga"" nos llevaron unos amigos era una fiesta de un grupo de motos el no hablaba mucho solo me saludo a mi y a mi amigo hacia calor me saque la campera y le dije a mi amiga vamos a darnos un retoque nos fuimos adentro salimos y el pregunto cuanto tatuajes tenes se lo dije y hay comenzo todo intercambiamos numero nos hablamos nos vimos me pidio ser su novia acepte hoy llevamos 5 meses el viene a mi casa yo voy a la de el pero no todo es color rosa peliamos por hay en realidad yo le peleo porque no estoy acostumbrada a estar con alguien me cuida cuando me duele algo esta al lado mio preguntandome si estoy bien y todo a pesar de eso no estoy bien finjo estar de 10 pero no lo estoy me hace falta mi padre a pesar de tener un buen promedio en el colegio , a pesar de que no me falte nada no estoy bien de que me sirve todo eso si cuando estoy mal estoy sola si cuando me muera no me va a servir de nada no soy ejemplo de nada soy un desastre que da consejos buenos pero mi vida es un desastre siempre estoy para lo que estan triste siempre los ayudo pero cusndo yo los necesito dessparecen  ",1326
1333,9/5/2018 18:22:57,Anónimo,Mujer,44,Mexico,,Sí,"Estoy trabajando en una plaza comercial en el centro de Cuernavaca, desde hace cinco años aprox.de enterarse el patrón, tendría fuertes represalias de todo tipo, sé que lo qué pasa es ilegal y viola mis derechos laborales,  pero no cuento con dinero para contratar abogados ni tiempo para iniciar un juicio pues tendría que faltar al trabajo. Entre lo más relevante es qué no cuento con un contrato por escrito...no gozo de vacaciones.... No tengo un sueldo fijo, como tampoco un día fijo para cobrar... No estoy asegurada",1333
